Advertiser,Brand Root,Brand (Major),Brand (Minor),Brand (Leaf),Publisher,Date,Device,Direct/Indirect,Type,First Seen,Last Seen,Creative Text,Link to Creative,Creative ID,Spend (USD),Impressions
Bayer HealthCare LLC.,One A Day,One A Day Multi+,"One A Day Multi+ Hair, Skin, & Nails","One A Day Multi+ Hair, Skin, & Nails",Facebook,10/1/23,Facebook,Direct,Video Post,8/8/22,12/29/23,Hair ✅ Skin ✅ Nails ✅ Add this complete multivitamin to your healthy lifestyle and get a boost of support!,https://s3.amazonaws.com/YM_Ads/-4782423737630130142.png,393323934,738.1724,102342
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Facebook,10/1/23,Facebook,Direct,Video Post,10/3/21,1/1/24,"Support your immune system now with Nature Made Vitamin D Extra Strength and celebrate the moments ahead later.† †This statement has not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, c ... See more",https://s3.amazonaws.com/YM_Ads/720371096801805.png,459276597,369.0862,51171
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Facebook,10/1/23,Facebook,Direct,Video Post,7/6/23,10/1/23,Fuel your self-care routine with the essential nutrients your body needs.,https://s3.amazonaws.com/YM_Ads/662618752577040.png,434017885,738.1724,102342
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Facebook,10/1/23,Facebook,Direct,Video Post,10/1/23,1/1/24,Support your immune system now and support your favorite team later with Nature Made Vitamin D Extra Strength. † ... See more,https://s3.amazonaws.com/YM_Ads/720371940135054.png,459300835,369.0862,51171
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Facebook,10/1/23,Facebook,Direct,Link Post,10/1/23,1/1/24,Support your immune system now and enjoy moments ahead later with Nature Made Vitamin D Extra Strength.† ... See more,https://s3.amazonaws.com/YM_Ads/720369640135284.png,459279315,369.0862,51171
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies,Nature Made Gummies,Facebook,10/1/23,Facebook,Direct,Video Post,7/5/23,10/1/23,"Take on the day with a self-care routine full of peace, love & nutrients.",https://s3.amazonaws.com/YM_Ads/662616519243930.png,434594026,1107.2587,153513
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,Facebook,10/1/23,Facebook,Direct,Video Post,7/6/23,10/1/23,Self care is such an important step of my daily routine! Click the link to shop Nature Made Multi + Omega-3 gummies to take an easy step to support your health daily. #NatureMadeVitamins #StartYourDayWithNatureMade,https://s3.amazonaws.com/YM_Ads/674195448086037.png,438676015,369.0862,51171
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,Facebook,10/1/23,Facebook,Direct,Link Post,7/5/23,10/1/23,Get essential nutrients you need when you take the multi that takes care of you.,https://s3.amazonaws.com/YM_Ads/662510019254580.png,433723190,1107.2587,153513
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,Facebook,10/1/23,Facebook,Direct,Video Post,7/5/23,4/1/24,Care for yourself by giving your body the essential nutrients it needs with Nature Made Multi + Omega-3 Gummies.,https://s3.amazonaws.com/YM_Ads/662603805911868.png,433856325,2952.6897,409368
"Pharmavite, LLC.",Nature Made,Nature Made Multi Complete,Nature Made Multi Complete,Nature Made Multi Complete,Facebook,10/1/23,Facebook,Direct,Video Post,7/5/23,10/1/23,"Add Nature Made Multivitamins, from the #1 Pharmacist recommended vitamin and supplement brand, to your routine. *Based on a survey of pharmacists who recommend branded vitamins and supplements.",https://s3.amazonaws.com/YM_Ads/662508319254750.png,434383146,738.1724,102342
"Pharmavite, LLC.",Nature Made,Nature Made Multi Complete,Nature Made Multi Complete,Nature Made Multi Complete,Facebook,10/1/23,Facebook,Direct,Video Post,10/1/23,1/1/24,"Freshen up your morning with vitamins from Nature Made, the #1 Pharmacist recommended vitamin and supplement brand*. ... See more",https://s3.amazonaws.com/YM_Ads/720374806801434.png,459294491,369.0862,51171
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Instagram,10/1/23,Instagram,Direct,Video Post,1/5/23,1/1/24,Jump start your day by adding the #1 Pharmacist recommended vitamin and supplement brand to your morning routine.* *Based on a survey of Pharmacists who recommend branded vitamins and supplements.,https://s3.amazonaws.com/YM_Ads/1893167700073152370.png,392720816,248.9138,31396
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Instagram,10/1/23,Instagram,Direct,Video Post,10/1/23,1/1/24,"Freshen up your morning with vitamins from Nature Made, the #1 Pharmacist recommended vitamin and supplement brand*. *Based on a survey of pharmacists who recommend branded vitamins and supplements.",https://s3.amazonaws.com/YM_Ads/6863865683148825971.png,461460107,1244.569,156980
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Instagram,10/1/23,Instagram,Direct,Video Post,7/6/23,3/31/24,Care for yourself by giving your body the essential nutrients it needs with Nature Made Multi + Omega-3 Gummies.,https://s3.amazonaws.com/YM_Ads/7016084574441240305.png,434099747,248.9138,31396
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Instagram,10/1/23,Instagram,Direct,Link Post,10/1/23,1/1/24,Support your immune system now and enjoy moments ahead later with Nature Made Vitamin D Extra Strength.† ... See more,https://s3.amazonaws.com/YM_Ads/-2908431054472158160.png,459886805,1991.3104,251168
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies,Nature Made Gummies,Instagram,10/1/23,Instagram,Direct,Video Post,7/6/23,10/1/23,"Take on the day with a self-care routine full of peace, love & nutrients.",https://s3.amazonaws.com/YM_Ads/8899486994758183383.png,434099997,2489.1379,313960
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,Instagram,10/1/23,Instagram,Direct,Video Post,7/6/23,10/1/23,Get essential nutrients you need when you take the multi that takes care of you.,https://s3.amazonaws.com/YM_Ads/-4379188539380504950.png,434101976,497.8276,62792
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,Instagram,10/1/23,Instagram,Direct,Video Post,7/5/23,10/1/23,Fuel your self-care routine with the essential nutrients your body needs.,https://s3.amazonaws.com/YM_Ads/-972639105475201309.png,433899514,248.9138,31396
"Pharmavite, LLC.",Nature Made,Nature Made Multi Complete,Nature Made Multi Complete,Nature Made Multi Complete,Instagram,10/1/23,Instagram,Direct,Photo Post,7/7/23,10/1/23,"Add Nature Made Multivitamins, from the #1 Pharmacist recommended vitamin and supplement brand, to your routine. *Based on a survey of pharmacists who recommend branded vitamins and supplements.",https://s3.amazonaws.com/YM_Ads/-4649174707552041934.png,434301409,497.8276,62792
"Church & Dwight Co., Inc.",Vitafusion,Vitafusion MultiVites,Vitafusion MultiVites,Vitafusion MultiVites,OTT Streaming Services (General),10/1/23,OTT,Direct,Video,12/28/21,10/1/23,Vitafusion - MultiVites,https://s3.amazonaws.com/YM_Ads/XsDerJU6qF4gVk_GQKtPrQ.mp4,308587734,262.2915,10491
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,OTT Streaming Services (General),10/1/23,OTT,Direct,Video,10/1/23,4/12/24,"Start your day with nature. May the number one pharmacist, recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/ehY-e3QLglNeJqn_47JtdA.mp4,459444958,14688.3223,587496
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Pinterest,10/1/23,Pinterest,Direct,Photo Post,10/1/23,12/31/23,Give your immune system a head start†,https://s3.amazonaws.com/YM_Ads/-203458659359793659.png,459869866,1166.4213,174776
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Pinterest,10/1/23,Pinterest,Direct,Video Post,10/1/23,12/31/23,Give your immune system a head start†,https://s3.amazonaws.com/YM_Ads/8915449531976981985.png,459869743,5832.1064,873880
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Pinterest,10/1/23,Pinterest,Direct,Video Post,10/1/23,12/31/23,Give your immune system a head start†,https://s3.amazonaws.com/YM_Ads/2552987513883366740.png,459869824,791.5001,118598
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,Pinterest,10/1/23,Pinterest,Direct,Video Post,10/1/23,12/31/23,Start your day with Nature Made.,https://s3.amazonaws.com/YM_Ads/-1221092389051069599.png,459870405,624.8685,93630
"Pharmavite, LLC.",Nature Made,Nature Made Multi Complete,Nature Made Multi Complete,Nature Made Multi Complete,Pinterest,10/1/23,Pinterest,Direct,Photo Post,9/11/23,1/25/24,Nature Made Multivitamins,https://s3.amazonaws.com/YM_Ads/6831226818948697152.png,456015707,41.6579,6242
"Pharmavite, LLC.",Nature Made,Nature Made Multi Complete,Nature Made Multi Complete,Nature Made Multi Complete,Pinterest,10/1/23,Pinterest,Direct,Photo Post,8/26/23,10/2/23,"Start your day with Nature Made, the #1 Pharmacist recommended vitamin and supplement brand.*",https://s3.amazonaws.com/YM_Ads/-4131723562743008619.png,447037223,624.8685,93630
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,TikTok,10/1/23,TikTok,Direct,Video Post,10/1/23,1/1/24,Support your immune system now and support your favorite team later with Vitamin D Extra Strength.†,https://sensortower-ads.s3.amazonaws.com/b6e9f692534c641c031449fb9594fe0a.mp4,459874094,1670.3156,170611
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,TikTok,10/1/23,TikTok,Direct,Video Post,1/4/23,10/1/23,"Start your day with Nature Made, the No. 1 Pharmacist recommended vitamin and supplement brand.*",https://sensortower-ads.s3.amazonaws.com/ba1e2bba3aaffdfdd287d1b9faf3cee4.mp4,392406695,5726.7959,584952
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies,Nature Made Gummies,TikTok,10/1/23,TikTok,Direct,Video Post,10/1/23,10/25/23,Supporting our immune health with Nature Made Vitamin C & Zinc Gummies with our move coming up†,https://sensortower-ads.s3.amazonaws.com/fca3cfe89bd7d71d55a5d1e7182ad0f5.mp4,459872658,715.8495,73119
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,TikTok,10/1/23,TikTok,Direct,Video Post,10/1/23,1/1/24,Changes I've made to my morning routine as someone who works from home. ,https://sensortower-ads.s3.amazonaws.com/e1b0328bc550a21e1e0f98ad86bae152.mp4,459872179,954.466,97492
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,TikTok,10/1/23,TikTok,Direct,Video Post,7/6/23,10/1/23,Fuel your self-care routine with the essential nutrients your body needs.,https://sensortower-ads.s3.amazonaws.com/3a1bb6a1c260335477d30517fbd22a2b.mp4,434027574,8828.8105,901801
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,TikTok,10/1/23,TikTok,Direct,Video Post,7/6/23,10/1/23,Nature Made Multi Gummies are such an important step of my daily self-care routine! ,https://sensortower-ads.s3.amazonaws.com/577e92d0c9837cc87fc7ca85dd5c2966.mp4,434086506,4295.0972,438714
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,TikTok,10/1/23,TikTok,Direct,Video Post,7/6/23,10/1/23,"Take on the day with a self-care routine full of peace, love and essential nutrients.",https://sensortower-ads.s3.amazonaws.com/06aa5fca1560f055f965d09cc0f70177.mp4,434087313,6919.8784,706817
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,TikTok,10/1/23,TikTok,Direct,Video Post,7/6/23,4/1/24,Care for yourself by giving your body essential nutrients with Nature Made Multi + Omega-3 Gummies.,https://sensortower-ads.s3.amazonaws.com/45646907159a196de9ecdd68ba24f4ef.mp4,434027565,7635.728,779936
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Vitamin D3,Nature Made Gummies Vitamin D3,TikTok,10/1/23,TikTok,Direct,Video Post,10/1/23,1/1/24,Support your immune system now with Vitamin D Extra Strength and enjoy live concerts later.†,https://sensortower-ads.s3.amazonaws.com/5006c9b20844f1dde7cd152103abdc9c.mp4,459872213,3817.864,389968
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Vitamin D3,Nature Made Gummies Vitamin D3,TikTok,10/1/23,TikTok,Direct,Video Post,10/1/23,1/1/24,Support your immune system now and cheers to the moments ahead later with Vitamin D Extra Strength.†,https://sensortower-ads.s3.amazonaws.com/8812e0e14ad4878651edee63014fa8ed.mp4,459871957,5249.563,536206
Bayer HealthCare LLC.,One A Day,One A Day Prenatal,One A Day Prenatal,One A Day Prenatal,walmart.com,10/1/23,Desktop Display,Direct,HTML5,9/9/23,10/31/23,ONE A DAY. High in folic acid #1 OB-GYN recommended OTC prenatal multivitamin brand. Shop now ONE A DAY ONE A DAY Prenatal x,https://s3.amazonaws.com/YM_Ads/ioDkhYroT-gyXqhrjskHhg.png,452266504,3749.2612,510097
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,YouTube,10/1/23,YouTube,Direct,Video,10/1/23,4/12/24,"Start your day with nature. May the number one pharmacist, recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/ehY-e3QLglNeJqn_47JtdA.mp4,459444958,3600.0654,244890
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,YouTube,10/1/23,YouTube,Direct,Video,8/18/23,12/30/23,"Start your day with nature M, the number one pharmacist recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/KzgTxfcyI3rJxNQo0jyx9A.mp4,444561157,800.0145,54420
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies,Nature Made Gummies,YouTube,10/1/23,YouTube,Direct,Video,8/31/23,4/12/24,Start your day with Nature Me. The number one pharmacist recommended vitamin and supplement brand.,https://s3.amazonaws.com/YM_Ads/PvOOi8IpKBqN6RyZ6uer2w.mp4,449086236,800.0145,54420
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,YouTube,10/1/23,YouTube,Direct,Video,8/31/23,4/12/24,"Start your day with nature. May the number one pharmacist, recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/MnaoiV44YY7OIRUKkl77ng.mp4,449100991,200.0036,13605
Bayer HealthCare LLC.,One A Day,One A Day Multi+,"One A Day Multi+ Hair, Skin, & Nails","One A Day Multi+ Hair, Skin, & Nails",Facebook,10/2/23,Facebook,Direct,Video Post,8/8/22,12/29/23,Hair ✅ Skin ✅ Nails ✅ Add this complete multivitamin to your healthy lifestyle and get a boost of support!,https://s3.amazonaws.com/YM_Ads/-4782423737630130142.png,393323934,2485.0476,344533
Bayer HealthCare LLC.,One A Day,One A Day Prenatal,One A Day Prenatal,One A Day Prenatal,Facebook,10/2/23,Facebook,Direct,Video Post,4/8/22,12/27/23,One A Day Prenatal Advanced Complete Multivitamin supports baby’s healthy brain and cognitive development during pregnancy.,https://s3.amazonaws.com/YM_Ads/-5548918872966431208.png,392589144,710.0136,98438
Bayer HealthCare LLC.,One A Day,One A Day Prenatal,One A Day Prenatal,One A Day Prenatal,Facebook,10/2/23,Facebook,Direct,Video Post,6/8/22,12/24/23,NEW One A Day Postnatal Complete Multivitamin is specially designed to support new moms with key post-pregnancy nutrients.,https://s3.amazonaws.com/YM_Ads/-6889398584537628388.png,401477151,355.0068,49219
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Facebook,10/2/23,Facebook,Direct,Video Post,10/3/21,1/1/24,"Support your immune system now with Nature Made Vitamin D Extra Strength and celebrate the moments ahead later.† †This statement has not been evaluated by the Food and Drug Administration. These products are not intended to diagnose, treat, c ... See more",https://s3.amazonaws.com/YM_Ads/720371096801805.png,459276597,2485.0476,344533
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Facebook,10/2/23,Facebook,Direct,Video Post,10/2/23,1/1/24,"Whatever your routine, start with vitamins from Nature Made, the #1 Pharmacist recommended vitamins and supplement brand*. ... See more",https://s3.amazonaws.com/YM_Ads/720375206801394.png,459936905,355.0068,49219
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Facebook,10/2/23,Facebook,Direct,Video Post,10/1/23,1/1/24,Support your immune system now and support your favorite team later with Nature Made Vitamin D Extra Strength. † ... See more,https://s3.amazonaws.com/YM_Ads/720371940135054.png,459300835,1775.0341,246095
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Facebook,10/2/23,Facebook,Direct,Link Post,10/1/23,1/1/24,Support your immune system now and enjoy moments ahead later with Nature Made Vitamin D Extra Strength.† ... See more,https://s3.amazonaws.com/YM_Ads/720369640135284.png,459279315,710.0136,98438
"Pharmavite, LLC.",Nature Made,Nature Made Multi Complete,Nature Made Multi Complete,Nature Made Multi Complete,Facebook,10/2/23,Facebook,Direct,Video Post,10/1/23,1/1/24,"Freshen up your morning with vitamins from Nature Made, the #1 Pharmacist recommended vitamin and supplement brand*. ... See more",https://s3.amazonaws.com/YM_Ads/720374806801434.png,459294491,710.0136,98438
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,foxnews.com (Fox News Digital),10/2/23,Desktop Display,Indirect,HTML5,9/4/23,10/30/23,Start your day with Nature Made® START NOW Nature Made Nature Made Magnesium NatureMade Multi+ D3 - - Omega-3 -,https://s3.amazonaws.com/YM_Ads/n2MJghI9cKKoKU78BCTH8g.png,450505841,186.1831,41501
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,foxnews.com (Fox News Digital),10/2/23,Desktop Display,Indirect,HTML5,9/5/23,10/19/23,adidas your day - Magnesium NatureMade - Start Nature Made® with START NOW NatureMade - - - - Omega-3 Multi+ Nature Mad - - D3 - - - -,https://s3.amazonaws.com/YM_Ads/1VY55q3_0KjyaZ3j7Ha6mA.png,450755590,316.3621,41501
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Hulu,10/2/23,OTT,Direct,Video,10/1/23,4/12/24,"Start your day with nature. May the number one pharmacist, recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/ehY-e3QLglNeJqn_47JtdA.mp4,459444958,878.5507,29285
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Instagram,10/2/23,Instagram,Direct,Video Post,10/2/23,1/1/24,"Whatever your routine, start with vitamins from Nature Made, the #1 Pharmacist recommended vitamins and supplement brand*. *Based on a survey of pharmacists who recommend branded vitamins and supplements.",https://s3.amazonaws.com/YM_Ads/-3611572513148411380.png,484704867,260.8774,32905
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Instagram,10/2/23,Instagram,Direct,Video Post,10/1/23,1/1/24,"Freshen up your morning with vitamins from Nature Made, the #1 Pharmacist recommended vitamin and supplement brand*. *Based on a survey of pharmacists who recommend branded vitamins and supplements.",https://s3.amazonaws.com/YM_Ads/6863865683148825971.png,461460107,2869.6516,361955
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Instagram,10/2/23,Instagram,Direct,Link Post,10/1/23,1/1/24,Support your immune system now and enjoy moments ahead later with Nature Made Vitamin D Extra Strength.† ... See more,https://s3.amazonaws.com/YM_Ads/-2908431054472158160.png,459886805,2869.6516,361955
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Instagram,10/2/23,Instagram,Direct,Video Post,1/5/23,1/1/24,Jump start your day by adding the #1 Pharmacist recommended vitamin and supplement brand to your morning routine.* *Based on a survey of Pharmacists who recommend branded vitamins and supplements.,https://s3.amazonaws.com/YM_Ads/1893167700073152370.png,392720816,782.6322,98715
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies,Nature Made Gummies,Instagram,10/2/23,Instagram,Direct,Link Post,8/15/23,1/4/24,Save 10% and receive FREE shipping when you subscribe to orders on NatureMade.com.*,https://s3.amazonaws.com/YM_Ads/6162808553267489107.png,443718029,260.8774,32905
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,OTT Streaming Services (General),10/2/23,OTT,Direct,Video,10/1/23,4/12/24,"Start your day with nature. May the number one pharmacist, recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/ehY-e3QLglNeJqn_47JtdA.mp4,459444958,19423.0117,776894
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Pinterest,10/2/23,Pinterest,Direct,Video Post,10/1/23,12/31/23,Give your immune system a head start†,https://s3.amazonaws.com/YM_Ads/2552987513883366740.png,459869824,2734.1812,409689
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Pinterest,10/2/23,Pinterest,Direct,Photo Post,9/4/23,10/12/23,Nature Made B Vitamins,https://s3.amazonaws.com/YM_Ads/1408071127670011937.png,451853482,43.3997,6503
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Pinterest,10/2/23,Pinterest,Direct,Video Post,10/1/23,12/31/23,Give your immune system a head start†,https://s3.amazonaws.com/YM_Ads/8915449531976981985.png,459869743,9330.9355,1398145
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,Pinterest,10/2/23,Pinterest,Direct,Photo Post,10/1/23,12/31/23,Give your immune system a head start†,https://s3.amazonaws.com/YM_Ads/-203458659359793659.png,459869866,3341.7769,500731
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,Pinterest,10/2/23,Pinterest,Direct,Video Post,10/1/23,12/31/23,Start your day with Nature Made.,https://s3.amazonaws.com/YM_Ads/-1221092389051069599.png,459870405,2169.9851,325150
"Pharmavite, LLC.",Nature Made,Nature Made Multi Complete,Nature Made Multi Complete,Nature Made Multi Complete,Pinterest,10/2/23,Pinterest,Direct,Photo Post,8/26/23,10/2/23,"Start your day with Nature Made, the #1 Pharmacist recommended vitamin and supplement brand.*",https://s3.amazonaws.com/YM_Ads/-4131723562743008619.png,447037223,347.1976,52024
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,TikTok,10/2/23,TikTok,Direct,Video Post,10/1/23,1/1/24,Support your immune system now and support your favorite team later with Vitamin D Extra Strength.†,https://sensortower-ads.s3.amazonaws.com/b6e9f692534c641c031449fb9594fe0a.mp4,459874094,3534.3015,361004
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies,Nature Made Gummies,TikTok,10/2/23,TikTok,Direct,Video Post,10/1/23,10/25/23,Supporting our immune health with Nature Made Vitamin C & Zinc Gummies with our move coming up†,https://sensortower-ads.s3.amazonaws.com/fca3cfe89bd7d71d55a5d1e7182ad0f5.mp4,459872658,2019.6008,206288
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,TikTok,10/2/23,TikTok,Direct,Video Post,10/1/23,1/1/24,Changes I've made to my morning routine as someone who works from home. ,https://sensortower-ads.s3.amazonaws.com/e1b0328bc550a21e1e0f98ad86bae152.mp4,459872179,3786.7515,386790
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Vitamin D3,Nature Made Gummies Vitamin D3,TikTok,10/2/23,TikTok,Direct,Video Post,10/1/23,1/1/24,Support your immune system now and cheers to the moments ahead later with Vitamin D Extra Strength.†,https://sensortower-ads.s3.amazonaws.com/8812e0e14ad4878651edee63014fa8ed.mp4,459871957,8078.4033,825152
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Vitamin D3,Nature Made Gummies Vitamin D3,TikTok,10/2/23,TikTok,Direct,Video Post,10/1/23,1/1/24,Support your immune system now with Vitamin D Extra Strength and enjoy live concerts later.†,https://sensortower-ads.s3.amazonaws.com/5006c9b20844f1dde7cd152103abdc9c.mp4,459872213,10350.4541,1057226
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,ultimateclassicrock.com,10/2/23,Desktop Display,Indirect,HTML5,9/4/23,10/30/23,Start your day with Nature Made® START NOW Nature Made Nature Made Magnesium NatureMade Multi+ D3 - - Omega-3 -,https://s3.amazonaws.com/YM_Ads/n2MJghI9cKKoKU78BCTH8g.png,450505841,27.7941,8933
Bayer HealthCare LLC.,One A Day,One A Day Prenatal,One A Day Prenatal,One A Day Prenatal,walmart.com,10/2/23,Desktop Display,Direct,HTML5,9/10/23,10/31/23,"ONE A DAY. Support for mom & baby Choose a multivitamin with folic acid, DHA, & choline. Shop now ONE A DAY. Prenatal ADVANCED COMPLETE MULTIVITAMIN - BRAIN SUPPORT""",https://s3.amazonaws.com/YM_Ads/l9j59MFSue7C-Rha48hkBw.png,452513987,2672.281,363570
Bayer HealthCare LLC.,One A Day,One A Day Prenatal,One A Day Prenatal,One A Day Prenatal,walmart.com,10/2/23,Desktop Display,Direct,HTML5,9/9/23,10/31/23,ONE A DAY. High in folic acid #1 OB-GYN recommended OTC prenatal multivitamin brand. Shop now ONE A DAY ONE A DAY Prenatal x,https://s3.amazonaws.com/YM_Ads/ioDkhYroT-gyXqhrjskHhg.png,452266504,3563.0413,484760
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,YouTube,10/2/23,YouTube,Direct,Video,8/18/23,12/29/23,"Start your day with nature M, the number one pharmacist recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/zsN10DyOY9QnGfH6u1ia6g.mp4,444590144,602.7476,41001
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,YouTube,10/2/23,YouTube,Direct,Video,10/2/23,12/28/23,"Start your day with nature M, the number one pharmacist recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/rbVrOcRAirl4Ol0UaGPiqQ.mp4,460014094,200.9158,13667
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,YouTube,10/2/23,YouTube,Direct,Video,10/1/23,4/12/24,"Start your day with nature. May the number one pharmacist, recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/ehY-e3QLglNeJqn_47JtdA.mp4,459444958,1004.5792,68335
"Pharmavite, LLC.",Nature Made,Nature Made,Nature Made,Nature Made,YouTube,10/2/23,YouTube,Direct,Video,8/18/23,12/30/23,"Start your day with nature M, the number one pharmacist recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/KzgTxfcyI3rJxNQo0jyx9A.mp4,444561157,1004.5792,68335
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies,Nature Made Gummies,YouTube,10/2/23,YouTube,Direct,Video,8/31/23,4/12/24,Start your day with Nature Me. The number one pharmacist recommended vitamin and supplement brand.,https://s3.amazonaws.com/YM_Ads/PvOOi8IpKBqN6RyZ6uer2w.mp4,449086236,5826.5596,396343
"Pharmavite, LLC.",Nature Made,Nature Made Gummies,Nature Made Gummies Multi & Omega-3,Nature Made Gummies Multi & Omega-3,YouTube,10/2/23,YouTube,Direct,Video,8/31/23,4/12/24,"Start your day with nature. May the number one pharmacist, recommended vitamin and supplement brand.",https://s3.amazonaws.com/YM_Ads/MnaoiV44YY7OIRUKkl77ng.mp4,449100991,2611.906,177671
